# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 16 09:22:14 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_mass,st_age,ra,dec,sy_dist
BD-08 2823 c,BD-08 2823,1,1,2,Radial Velocity,2009,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,237.60000000,0.680000,,,104.00000,,0.190000,,0,4746.00,0.74,4.500,150.1971964,-9.5165689,41.3342000
BD-10 3166 b,BD-10 3166,1,1,1,Radial Velocity,2000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.48777000,0.040000,,,187.51970,,0.020000,,0,5393.00,1.47,,164.6191243,-10.7704227,84.4069000
BD-11 4672 b,BD-11 4672,1,1,2,Radial Velocity,2014,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..68B/abstract target=ref>Barbato et al. 2020</a>,1634.00000000,2.360000,,,206.58950,,0.050000,,0,4550.00,0.65,7.400,278.3688659,-11.6370481,27.1665000
BD-11 4672 c,BD-11 4672,1,1,2,Radial Velocity,2020,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..68B/abstract target=ref>Barbato et al. 2020</a>,74.20000000,0.300000,,,15.37000,,0.400000,,0,4550.00,0.65,7.400,278.3688659,-11.6370481,27.1665000
BD-13 2130 b,BD-13 2130,1,1,1,Radial Velocity,2007,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,714.29999000,1.660000,,,3108.37740,,0.210000,,0,4545.00,2.12,,114.2884692,-13.9066703,925.2140000
BD-17 63 b,BD-17 63,1,1,1,Radial Velocity,2008,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,655.60000000,1.340000,,,1620.90000,,0.540000,,0,4714.00,0.74,4.300,7.1413494,-16.2273254,34.4603000
BD-210397 b,BD-210397,1,1,2,Radial Velocity,2023,<a refstr=FRENSCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604420F/abstract target=ref>Frensch et al. 2023</a>,1891.00000000,2.630000,,,214.00000,,0.100000,,0,4051.00,0.68,6.200,33.3024198,-21.1962147,23.7324000
BD-210397 c,BD-210397,1,1,2,Radial Velocity,2023,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,6240.00000000,5.900000,,,1525.57635,,0.430000,,0,,0.69,4.000,33.3024198,-21.1962147,23.7324000
CD Cet b,CD Cet,1,1,1,Radial Velocity,2020,<a refstr=BAUER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..50B/abstract target=ref>Bauer et al. 2020</a>,2.29070000,0.018500,,,3.95000,,,464,0,3130.00,0.16,3.000,48.3530155,4.7751881,8.6071500
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Imaging,2011,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,10037.50000000,2.600000,,,3337.10000,,,370,0,580.50,0.02,,224.6208333,10.2286111,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,Imaging,2021,<a refstr=FONTANIVE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...905L..14F/abstract target=ref>Fontanive et al. 2020</a>,8040000.00000000,200.000000,20.849,1.860,2479.06157,,,1800,0,2320.00,0.01,0.003,246.9342770,-23.9811500,
CHXR 73 b,CHXR 73,1,1,1,Imaging,2006,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,,210.000000,,,3994.48600,,,,0,,0.35,0.002,166.6193985,-77.6258725,190.3740000
CI Tau c,CI Tau,1,1,1,Radial Velocity,2024,<a refstr=MANICK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240303706M/abstract target=ref>Manick et al. 2024</a>,25.20000000,0.170000,,,1144.18227,,0.580000,,0,,,,68.4667685,22.8416192,157.9980000
COCONUTS-2 b,COCONUTS-2 A,1,1,1,Imaging,2021,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...916L..11Z/abstract target=ref>Zhang et al. 2021</a>,402000000.00000000,7506.000000,12.442,1.110,2002.31896,,,434,0,3406.00,0.37,0.475,117.3009140,-76.7026960,10.8864000
CT Cha b,CT Cha,1,1,1,Imaging,2007,<a refstr=SCHMIDT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref> Schmidt et al. 2008 </a>,,440.000000,24.660,2.200,5403.00000,,,2600,0,,,0.002,166.0375038,-76.4553693,190.7200000
CoRoT-1 b,CoRoT-1,1,1,1,Transit,2008,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,1.50895570,,16.700,1.490,327.35000,0.38000,0.000000,1898,0,5950.00,0.95,,102.0798591,-3.1021394,787.9090000
CoRoT-10 b,CoRoT-10,1,1,1,Transit,2010,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,13.24060000,0.105500,10.870,0.970,874.00000,3.70000,0.530000,600,0,5075.00,0.89,3.000,291.0636813,0.7460143,338.3860000
CoRoT-11 b,CoRoT-11,1,1,1,Transit,2010,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,2.99433000,0.043600,16.030,1.430,740.51000,0.99000,0.000000,1657,0,6440.00,1.27,2.000,280.6872998,5.9376586,655.0370000
CoRoT-12 b,CoRoT-12,1,1,1,Transit,2010,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>,2.82804200,0.040160,16.140,1.440,291.43800,0.41100,0.070000,1442,0,5675.00,1.08,6.300,100.7656871,-1.2964437,1126.3700000
CoRoT-13 b,CoRoT-13,1,1,1,Transit,2010,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,4.03519000,0.051000,9.920,0.885,415.70400,2.34000,0.000000,1700,0,5945.00,1.09,1.635,102.7211432,-5.0864557,1148.9300000
CoRoT-14 b,CoRoT-14,1,1,1,Transit,2010,<a refstr=TINGLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A..97T/abstract target=ref> Tingley et al. 2011 </a>,1.51214000,0.027000,12.220,1.090,2415.40000,7.30000,0.000000,1952,0,6035.00,1.13,4.200,103.4242023,-5.5360385,1744.6000000
CoRoT-16 b,CoRoT-16,1,1,1,Transit,2011,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,5.35227000,0.061800,13.110,1.170,170.03200,0.44000,0.330000,,0,5650.00,1.10,6.730,278.5246658,-6.0026026,732.4090000
CoRoT-17 b,CoRoT-17,1,1,1,Transit,2011,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,3.76810000,0.046100,11.430,1.020,772.29000,2.82000,0.000000,1626,0,5740.00,1.04,10.700,278.6992360,-6.6122880,1176.1200000
CoRoT-18 b,CoRoT-18,1,1,1,Transit,2011,<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>,1.90006930,0.029500,14.680,1.310,1102.82000,2.20000,0.080000,1550,0,5440.00,0.95,,98.1724172,-0.0316045,764.8890000
CoRoT-19 b,CoRoT-19,1,1,1,Transit,2011,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,3.89713000,0.051800,14.460,1.290,352.78000,0.71000,0.047000,2000,0,6090.00,1.21,5.000,97.0335983,-0.1707293,790.6630000
CoRoT-2 b,CoRoT-2,1,2,1,Transit,2008,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...511A...3G/abstract target=ref> Gillon et al. 2010 </a>,1.74299350,0.027980,16.432,1.466,1102.82000,1.47000,0.014300,,1,5625.00,0.96,2.700,291.7770457,1.3836634,213.2830000
CoRoT-20 b,CoRoT-20,1,1,2,Transit,2011,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A.115R/abstract target=ref>Rey et al. 2018</a>,9.24285000,0.090000,,,1366.66900,,0.590000,,0,,1.14,,97.7204249,0.2268931,844.0610000
CoRoT-20 c,CoRoT-20,1,1,2,Radial Velocity,2018,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A.115R/abstract target=ref>Rey et al. 2018</a>,1675.00000000,2.900000,,,5403.11000,,0.600000,,0,,1.14,,97.7204249,0.2268931,844.0610000
CoRoT-21 b,CoRoT-21,1,1,1,Transit,2012,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,2.72474000,0.041700,14.572,1.300,718.29580,1.36000,0.000000,,0,6200.00,1.29,4.100,101.0526207,-0.2991544,
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,9.75598000,0.092000,4.880,0.435,12.20000,0.24900,0.077000,885,0,5939.00,1.10,3.300,280.6671392,6.2191669,627.1580000
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,3.63130000,0.048000,11.770,1.050,889.90000,3.00000,0.160000,1660,0,5900.00,1.14,7.200,279.7826586,4.3577516,1060.9700000
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,5.11340000,0.056000,3.700,0.330,5.70000,0.90000,0.000000,1070,0,4950.00,0.91,11.000,101.9225430,-3.7192892,591.5550000
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.75900000,0.098000,5.000,0.440,28.00000,1.30000,0.000000,850,0,4950.00,0.91,11.000,101.9225430,-3.7192892,591.5550000
CoRoT-25 b,CoRoT-25,1,1,1,Transit,2013,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.86069000,0.057800,12.110,1.080,85.81000,0.15000,0.000000,1330,0,6040.00,1.09,4.500,280.6296561,6.5138223,1103.4800000
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.20474000,0.052600,14.120,1.260,165.26000,0.28000,0.000000,1600,0,5590.00,1.09,8.600,279.7504991,6.9697828,1045.1800000
CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,3.57532000,0.047600,11.287,1.007,3302.11000,12.60000,0.065000,1500,0,5900.00,1.05,4.210,278.4958319,5.5383811,1010.2800000
CoRoT-28 b,CoRoT-28,1,1,1,Transit,2015,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,5.20851000,0.060300,10.705,0.955,153.82972,0.69000,0.047000,,0,5150.00,1.01,12.000,278.6883216,5.5736911,766.1830000
CoRoT-29 b,CoRoT-29,1,1,1,Transit,2015,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,2.85057000,0.038600,10.088,0.900,270.15550,1.45000,0.082000,,0,5260.00,0.97,4.500,278.9020691,6.4795703,806.5070000
CoRoT-3 b,CoRoT-3,1,1,1,Transit,2008,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,4.25680000,,11.320,1.010,6883.91000,26.40000,0.000000,,0,6740.00,1.37,2.200,292.0552827,0.1218359,768.7710000
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,9.06005000,0.084400,11.310,1.009,921.70700,3.45000,0.007000,,0,5650.00,0.98,3.000,277.6011767,6.8359338,1032.2300000
CoRoT-31 b,CoRoT-31,1,1,1,Transit,2020,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,4.62941000,0.058600,16.365,1.460,266.97720,0.33000,0.020000,,0,5700.00,1.25,4.700,94.8207350,-4.4222978,2005.7600000
CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,3.22748000,0.042900,18.831,1.680,349.61125,0.29000,0.000000,1747,1,6390.00,1.01,6.100,289.3143526,-2.7747085,1123.2100000
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,5.61653100,0.066000,15.805,1.410,216.12332,0.25000,0.000000,1567,0,6730.00,1.32,2.100,277.7510149,7.1833465,925.9580000
CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,9.20205000,0.090000,13.340,1.190,228.83000,0.52500,0.000000,1074,0,6190.00,1.16,1.000,102.1946233,-0.6727861,726.4120000
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,4.03789620,0.049470,15.558,1.388,148.42000,0.21700,0.090000,1438,0,6100.00,1.00,6.900,101.2772396,0.8152163,882.4720000
CoRoT-6 b,CoRoT-6,1,1,1,Transit,2009,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,8.88659300,0.085500,13.068,1.166,940.74000,2.32000,0.100000,1017,0,6090.00,1.05,,281.0725563,6.6632062,645.2940000
CoRoT-7 b,CoRoT-7,1,1,3,Transit,2009,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.85359163,,1.681,0.150,4.07661,,0.000000,,0,5275.00,0.82,,100.9561682,-1.0630076,159.9060000
CoRoT-7 c,CoRoT-7,1,1,3,Radial Velocity,2009,<a refstr=QUELOZ_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..303Q/abstract target=ref> Queloz et al. 2009 </a>,3.69800000,0.046000,,,8.40000,,0.000000,,0,5256.00,0.90,,100.9561682,-1.0630076,159.9060000
CoRoT-7 d,CoRoT-7,1,1,3,Radial Velocity,2022,<a refstr=JOHN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1794J/abstract target=ref>John et al. 2022</a>,8.96600000,,,,17.14200,,,,0,5250.00,0.92,1.800,100.9561682,-1.0630076,159.9060000
CoRoT-8 b,CoRoT-8,1,1,1,Transit,2010,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,6.21229000,0.063000,6.390,0.570,69.92000,1.60000,0.000000,,0,5080.00,0.88,3.000,291.5885696,1.4262972,322.0370000
CoRoT-9 b,CoRoT-9,1,2,1,Transit,2009,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>,95.27265600,0.402100,11.949,1.066,266.97720,0.86000,0.133000,420,0,5625.00,0.96,6.000,280.7866461,6.2040783,412.9800000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,Transit,2017,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,6.71837000,0.071000,6.389,0.570,47.67450,1.10000,,938,0,5970.00,1.08,,100.1951714,9.2573953,576.6830000
DE CVn b,DE CVn,1,2,1,Eclipse Timing Variations,2018,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181108625H/abstract target=ref>Han et al. 2018</a>,4098.10000000,5.750000,,,3823.27330,,0.000000,,0,,0.51,,201.7207198,45.5455449,30.5225000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,Astrometry,2013,<a refstr=SAHLMANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.133S/abstract target=ref> Sahlmann et al. 2013 </a>,246.36000000,0.360000,,,9057.77000,,0.345000,,0,,0.07,1.000,125.7620668,-49.2003008,
DH Tau b,DH Tau,1,1,1,Imaging,2004,<a refstr=PATIENCE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...540A..85P/abstract target=ref> Patience et al. 2012 </a>,,330.000000,,,3496.00000,,,,0,,0.33,0.001,67.4231674,26.5493897,134.8460000
DMPP-1 b,DMPP-1,1,1,4,Radial Velocity,2019,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,18.57000000,0.146200,,,24.27000,,0.083000,877,0,6196.00,1.21,2.010,86.7761233,-10.6303217,62.5388000
DMPP-1 c,DMPP-1,1,1,4,Radial Velocity,2019,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,6.58400000,0.073300,,,9.60000,,0.057000,1239,0,6196.00,1.21,2.010,86.7761233,-10.6303217,62.5388000
DMPP-1 d,DMPP-1,1,1,4,Radial Velocity,2019,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,2.88200000,0.042200,,,3.35000,,0.070000,1632,0,6196.00,1.21,2.010,86.7761233,-10.6303217,62.5388000
DMPP-1 e,DMPP-1,1,1,4,Radial Velocity,2019,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,5.51600000,0.065100,,,4.13000,,0.070000,1314,0,6196.00,1.21,2.010,86.7761233,-10.6303217,62.5388000
DMPP-2 b,DMPP-2,1,1,1,Radial Velocity,2019,<a refstr=HASWELL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..408H/abstract target=ref>Haswell et al. 2020</a>,5.20720000,0.066400,,,138.89171,,0.078000,1000,0,6500.00,1.44,2.000,27.4077310,-34.4590985,137.9400000
DMPP-3 A b,DMPP-3 A,1,2,1,Radial Velocity,2019,<a refstr=BARNES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..419B/abstract target=ref>Barnes et al. 2020</a>,6.67320000,0.066200,,,2.58000,,0.140000,854,0,5138.00,0.87,10.900,91.6243820,-72.5126648,45.2300000
DMPP-4 b,DMPP-4,1,1,1,Radial Velocity,2023,<a refstr=BARNES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2033B/abstract target=ref>Barnes et al. 2023</a>,3.49820000,0.048530,,,12.20000,,0.063000,,0,6400.00,1.25,2.150,293.5826648,51.2358069,25.3284000
DP Leo b,DP Leo,1,2,1,Eclipse Timing Variations,2009,<a refstr=BEUERMANN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...526A..53B/abstract target=ref> Beuermann et al. 2011 </a>,10220.00000000,8.190000,,,1922.79000,,0.390000,,0,,0.69,,169.3162193,17.9615717,305.6840000
DS Tuc A b,DS Tuc A,1,2,1,Transit,2019,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,8.13826800,,5.700,0.509,,,0.000000,850,0,5428.00,1.01,0.045,354.9154673,-69.1960430,44.0622000
EPIC 201170410.02,EPIC 201170410,1,1,1,Transit,2020,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,6.79870000,0.034900,1.047,0.093,,,0.000000,,0,3648.00,0.29,,170.1408561,-4.8070039,
EPIC 201238110 b,EPIC 201238110,1,1,1,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,28.16560000,,1.870,0.167,,,,,0,,0.41,,179.7058532,-3.3894613,159.2590000
EPIC 201427007 b,EPIC 201427007,1,1,1,Transit,2021,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.72091000,,1.500,0.134,,,,,0,5633.00,,,184.6021322,-0.5512886,706.3910000
EPIC 201497682 b,EPIC 201497682,1,1,1,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.13174000,,0.692,0.062,,,,,0,,0.78,,168.9366786,0.4880606,253.0260000
EPIC 201595106 b,EPIC 201595106,1,1,1,Transit,2021,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.87721400,,1.300,0.116,,,,,0,5820.00,,,183.7203635,1.9681688,232.1000000
EPIC 201615463 c,K2-166,1,1,2,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,3.80464000,,1.220,0.109,,,,,0,,1.07,,185.1880932,2.2823788,476.8820000
EPIC 201754305 d,K2-16,1,1,3,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.71578000,,1.030,0.092,,,,,0,,0.67,,175.0972238,4.5574311,334.9670000
EPIC 201757695.02,EPIC 201757695,1,1,1,Transit,2020,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,2.04780000,0.029600,0.908,0.081,,,0.000000,,0,4520.00,0.73,,173.9385102,4.6164303,
EPIC 201833600 c,K2-50,1,1,2,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,3.96151000,,1.000,0.089,,,,,0,,0.61,,169.4836540,5.9882890,257.4430000
EPIC 201841433 b,EPIC 201841433,1,1,1,Transit,2019,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,4.16980000,0.035000,1.040,0.093,,,,,0,5053.00,0.80,,175.2067520,6.1348146,436.4880000
EPIC 205950854 c,K2-168,1,1,2,Transit,2019,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,8.05072200,,1.310,0.117,,,,961,0,5502.70,0.88,,333.1100738,-16.3418863,243.9350000
EPIC 206024342 b,EPIC 206024342,1,1,3,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,4.50756000,,1.700,0.152,,,,,0,,0.93,,331.2771441,-14.1218019,369.8880000
EPIC 206024342 c,EPIC 206024342,1,1,3,Transit,2021,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.91172400,,1.400,0.125,,,,,0,5724.00,,,331.2771441,-14.1218019,369.8880000
